Nombre,Grado,Grado Dos,Especialidad,Hospital,Dirección,Número de,Ciudad,Estado,Código Postal,Ubicación,Nombre y Experto,Experto en
Michael  Klufas,M.D.,,Medicina Geriátrica,"GPS Physician Group, PC-Warren",642 Metacom Ave,,Warren,                  RI,02885,"GPS Physician Group, PC-Warren,
                  642 Metacom Ave,
                  
                  Warren,
                  RI,
                  02885","Michael  Klufas, M.D. - Medicina Geriátrica",Experto en: Especialista
Michael  Klufas,M.D.,,Medicina Geriátrica,"GPS Physician Group, PC-Warwick",1139 Main Ave,,Warwick,                  RI,02886,"GPS Physician Group, PC-Warwick,
                  1139 Main Ave,
                  
                  Warwick,
                  RI,
                  02886","Michael  Klufas, M.D. - Medicina Geriátrica",Experto en: Especialista
Michael  Klufas,M.D.,,Medicina Geriátrica,"GPS Physician Group, PC-Warwick",660 Commonwealth Ave,,Warwick,                  RI,02886,"GPS Physician Group, PC-Warwick,
                  660 Commonwealth Ave,
                  
                  Warwick,
                  RI,
                  02886","Michael  Klufas, M.D. - Medicina Geriátrica",Experto en: Especialista
Michael  Klufas,M.D.,,Medicina Geriátrica,Klufas & Price Medical Assoc,525 Broad St,,Cumberland,                  RI,02864,"Klufas & Price Medical Assoc,
                  525 Broad St,
                  
                  Cumberland,
                  RI,
                  02864","Michael  Klufas, M.D. - Medicina Geriátrica",Experto en: Especialista
Julie  Knutson,C.N.M.,,Partería,Affinity Physicians-101 Dudley,101 Dudley St,,Providence,                  RI,02905,"Affinity Physicians-101 Dudley,
                  101 Dudley St,
                  
                  Providence,
                  RI,
                  02905","Julie  Knutson, C.N.M. - Partería",Experto en: Especialista
Maria  Koenigs,M.D.,,Otorrinolaringología,University Otolaryngology - Providence,830 Eddy Street,,Providence,                  RI,02905,"University Otolaryngology - Providence,
                  830 Eddy Street,
                  
                  Providence,
                  RI,
                  02905","Maria  Koenigs, M.D. - Otorrinolaringología",Experto en: Especialista
Katherine  Koot,D.P.M.,,Podología,Franklin Foot Care of Rhode Island - Burrillville,1376 Bronco Hwy,,Oakland,                  RI,02858,"Franklin Foot Care of Rhode Island - Burrillville,
                  1376 Bronco Hwy,
                  
                  Oakland,
                  RI,
                  02858","Katherine  Koot, D.P.M. - Podología",Experto en: Especialista
Katherine  Koot,D.P.M.,,Podología,Franklin Foot Care of Rhode Island - Oakland,1376 Bronco Hwy,,Oakland,                  RI,02858,"Franklin Foot Care of Rhode Island - Oakland,
                  1376 Bronco Hwy,
                  
                  Oakland,
                  RI,
                  02858","Katherine  Koot, D.P.M. - Podología",Experto en: Especialista
Katherine  Koot,D.P.M.,,Podología,Franklin Foot Care of Rhode Island - Woonsocket,301 Mendon Rd,,Woonsocket,                  RI,02895,"Franklin Foot Care of Rhode Island - Woonsocket,
                  301 Mendon Rd,
                  
                  Woonsocket,
                  RI,
                  02895","Katherine  Koot, D.P.M. - Podología",Experto en: Especialista
Katherine  Koot,D.P.M.,,Podología,Transcare Mobile Health Services PC,160 West St,,Milford,                  MA,01757,"Transcare Mobile Health Services PC,
                  160 West St,
                  
                  Milford,
                  MA,
                  01757","Katherine  Koot, D.P.M. - Podología",Experto en: Especialista
Maggie G. Kuch,C.N.M.,,Partera de Práctica Avanzada,Affinity - WIHCA-Women's Care,21 Division St,,Pawtucket,                  RI,02860,"Affinity - WIHCA-Women's Care,
                  21 Division St,
                  
                  Pawtucket,
                  RI,
                  02860","Maggie G. Kuch, C.N.M. - Partera de Práctica Avanzada",Experto en: Especialista
Sung  Kwon,M.D.,,Cirugía General,Roger Williams Cancer Center - Maude,50 Maude St,,Providence,                  RI,02908,"Roger Williams Cancer Center - Maude,
                  50 Maude St,
                  
                  Providence,
                  RI,
                  02908","Sung  Kwon, M.D. - Cirugía General",Experto en: Especialista
Sung  Kwon,M.D.,,Cirugía General,RWMC - 825 Chalkstone,825 Chalkstone Ave,,Providence,                  RI,02908,"RWMC - 825 Chalkstone,
                  825 Chalkstone Ave,
                  
                  Providence,
                  RI,
                  02908","Sung  Kwon, M.D. - Cirugía General",Experto en: Especialista
Jennifer  Lambe,M.D.,,Patología Anatómica y Patología Clínica,David S Pomerantz-Pawtucket,333 School St,Ste 112A,Pawtucket,                  RI,02860,"David S Pomerantz-Pawtucket,
                  333 School St,
                  Ste 112A,
                  Pawtucket,
                  RI,
                  02860","Jennifer  Lambe, M.D. - Patología Anatómica y Patología Clínica",Experto en: Especialista
Jennifer  Lambe,M.D.,,Patología Anatómica y Patología Clínica,Strata Diagnostics Inc,235 Bear Hill Rd,Ste 201,Waltham,                  MA,02451,"Strata Diagnostics Inc,
                  235 Bear Hill Rd,
                  Ste 201,
                  Waltham,
                  MA,
                  02451","Jennifer  Lambe, M.D. - Patología Anatómica y Patología Clínica",Experto en: Especialista
Jarvis W. Lambert,M.D.,,Medicina Interna,Southcoast Physicians Group-Fall River,300 Hanover St,Ste 2A,Fall River,                  MA,02720,"Southcoast Physicians Group-Fall River,
                  300 Hanover St,
                  Ste 2A,
                  Fall River,
                  MA,
                  02720","Jarvis W. Lambert, M.D. - Medicina Interna",Experto en: Especialista
Kerri L. Lanni,P.A.,,Medicina General,University Gastroenterology LLC,33 Staniford St,Fl 2,Providence,                  RI,02905,"University Gastroenterology LLC,
                  33 Staniford St,
                  Fl 2,
                  Providence,
                  RI,
                  02905","Kerri L. Lanni, P.A. - Medicina General",Experto en: Especialista
Kameran  Lashkari,M.D.,,Medicina Interna,Advanced Eye Centers Inc,500 Faunce Corner Rd,Bldg 100,North Dartmouth,                  MA,02747,"Advanced Eye Centers Inc,
                  500 Faunce Corner Rd,
                  Bldg 100,
                  North Dartmouth,
                  MA,
                  02747","Kameran  Lashkari, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Kameran  Lashkari,M.D.,,Oftalmología,Advanced Eye Centers- Taunton,1 Washington St,,Taunton,                  MA,02780,"Advanced Eye Centers- Taunton,
                  1 Washington St,
                  
                  Taunton,
                  MA,
                  02780","Kameran  Lashkari, M.D. - Oftalmología",Experto en: Especialista
Kameran  Lashkari,M.D.,,Oftalmología,Advanced Eye Centers-Bedford,854 Purchase St,,New Bedford,                  MA,02740,"Advanced Eye Centers-Bedford,
                  854 Purchase St,
                  
                  New Bedford,
                  MA,
                  02740","Kameran  Lashkari, M.D. - Oftalmología",Experto en: Especialista
Kameran  Lashkari,M.D.,,Oftalmología,Advanced Eye Centers-Fall River,1741 President Ave,,Fall River,                  MA,02720,"Advanced Eye Centers-Fall River,
                  1741 President Ave,
                  
                  Fall River,
                  MA,
                  02720","Kameran  Lashkari, M.D. - Oftalmología",Experto en: Especialista
Claire E. Laties-Davis,S.T.,,Terapia del Habla,Meeting St Early Intervention,1000 Eddy St,,Providence,                  RI,02905,"Meeting St Early Intervention,
                  1000 Eddy St,
                  
                  Providence,
                  RI,
                  02905","Claire E. Laties-Davis, S.T. - Terapia del Habla",Experto en: Especialista
Edouard A. Latortue,C.P.D.,,Educador en Diabetes,RI Perinatal Doula Agency,60 Chatham St,,Providence,                  RI,02904,"RI Perinatal Doula Agency,
                  60 Chatham St,
                  
                  Providence,
                  RI,
                  02904","Edouard A. Latortue, C.P.D. - Educador en Diabetes",Experto en: Especialista
Ingrid  Leon,N.P.,,Medicina Familiar,AFF-CNEMG Pulmonary Services,1407 S County Trl,Ste 430A,East Greenwich,                  RI,02818,"AFF-CNEMG Pulmonary Services,
                  1407 S County Trl,
                  Ste 430A,
                  East Greenwich,
                  RI,
                  02818","Ingrid  Leon, N.P. - Medicina Familiar",Experto en: Proveedor de Atención Primaria
Andrew T. Levinson,M.D.,,Medicina de Cuidados Críticos,Brown Medicine Pulmonary Critical Care & Sleep Medicine-TMH,164 Summit Ave,,Providence,                  RI,02906,"Brown Medicine Pulmonary Critical Care & Sleep Medicine-TMH,
                  164 Summit Ave,
                  
                  Providence,
                  RI,
                  02906","Andrew T. Levinson, M.D. - Medicina de Cuidados Críticos",Experto en: Especialista
Andrew T. Levinson,M.D.,,Medicina de Cuidados Críticos,RIH Multi-Specialty - Dudley St,2 Dudley St,Co-Op 1,Providence,                  RI,02905,"RIH Multi-Specialty - Dudley St,
                  2 Dudley St,
                  Co-Op 1,
                  Providence,
                  RI,
                  02905","Andrew T. Levinson, M.D. - Medicina de Cuidados Críticos",Experto en: Especialista
Andrew T. Levinson,M.D.,,Enfermedad Pulmonar,The Miriam Hospital - ICU,164 Summit Ave,,Providence,                  RI,02906,"The Miriam Hospital - ICU,
                  164 Summit Ave,
                  
                  Providence,
                  RI,
                  02906","Andrew T. Levinson, M.D. - Enfermedad Pulmonar",Experto en: Especialista
Luis E. Lopez Larosa,M.D.,,Medicina Interna,CharterCare Med Assoc-Smithfield,41 Sanderson Rd,,Smithfield,                  RI,02917,"CharterCare Med Assoc-Smithfield,
                  41 Sanderson Rd,
                  
                  Smithfield,
                  RI,
                  02917","Luis E. Lopez Larosa, M.D. - Medicina Interna",Experto en: Proveedor de Atención Primaria
Alejandro  Lorenzana,M.D.,,Medicina de Cuidados Críticos,Prima Care PC,795 Middle St,,Fall River,                  MA,02721,"Prima Care PC,
                  795 Middle St,
                  
                  Fall River,
                  MA,
                  02721","Alejandro  Lorenzana, M.D. - Medicina de Cuidados Críticos",Experto en: Especialista
Alejandro  Lorenzana,M.D.,,Medicina de Cuidados Críticos,Prima Care PC - Pulmonary Division,191 Bedford St,,Fall River,                  MA,02720,"Prima Care PC - Pulmonary Division,
                  191 Bedford St,
                  
                  Fall River,
                  MA,
                  02720","Alejandro  Lorenzana, M.D. - Medicina de Cuidados Críticos",Experto en: Especialista
Ana P. Lourenco,M.D.,,Radiología Diagnóstica,Rhode Island Medical Imaging,125 Metro Center Blvd,Ste 2000,Warwick,                  RI,02886,"Rhode Island Medical Imaging,
                  125 Metro Center Blvd,
                  Ste 2000,
                  Warwick,
                  RI,
                  02886","Ana P. Lourenco, M.D. - Radiología Diagnóstica",Experto en: Especialista
Ana P. Lourenco,M.D.,,Radiología Diagnóstica,Rhode Island Medical Imaging - Smithfield,41 Sanderson Rd ,Ste 109,Smithfield,                  RI,02917,"Rhode Island Medical Imaging - Smithfield,
                  41 Sanderson Rd ,
                  Ste 109,
                  Smithfield,
                  RI,
                  02917","Ana P. Lourenco, M.D. - Radiología Diagnóstica",Experto en: Especialista
